"SwProjectID","ProjectCategory","CouncilDistrict","ProjectStreet","FromStreet","ToStreet","SideOfStreet","EstTotalCost","FiscalYear","ScheduleStart","ScheduleFinish","ActualStart","ActualFinish","PercentComplete","ProjectType","ProjectManager","Contact","ProjectLength","SidewalkInstalledFeet","ProjectStatus","ProjectLimits","Shape_Length","ActStart","ActFinish","ActDuration"
"280","IMP","7","W GRAMERCY PLACE","N ELMENDORF","N ZARZAMORA","Both Sides",36543.22,2020,2020-08-17,2020-09-18,2020-08-17,2020-09-04,100,"Sidewalks","Maitham Humoud","0",480.2,NA,"None Existing","W GRAMERCY PLACE - Both Sides ( N ELMENDORF To N ZARZAMORA )",480.201035397183,2020-08-17,2020-09-04,18
"285","IMP","7","ROLLINS AVE","LEO","TULANE","One Side",57602.37,2020,2020-03-20,2020-04-30,2020-04-06,2020-05-06,100,"Sidewalks","Maitham Humoud","0",756.93,NA,"None Existing","ROLLINS AVE - North Side ( LEO To TULANE )",756.930289058962,2020-04-06,2020-05-06,30
"287","IMP","7","WAVERLY","LEO","BANDERA RD","Both Sides",152226.64,2020,2020-03-20,2020-05-29,2020-03-26,2020-06-29,100,"Sidewalks","Maitham Humoud","0",2000.35,NA,"None Existing","WAVERLY - Both Sides ( LEO To BANDERA RD )",2000.35315414509,2020-03-26,2020-06-29,95
"309","IMP","7","HICKORY ST","W FRENCH PLACE","W ASHBY PLACE","Both Sides",51958.8,2020,2020-03-09,2020-05-22,2020-03-05,2020-04-03,100,"Sidewalks","Maitham Humoud","0",682.77,NA,"None Existing","HICKORY ST - Both Sides ( W FRENCH PLACE To W ASHBY PLACE )",707.934409893443,2020-03-05,2020-04-03,29
"425","IMP","1","N ELMENDORF","RUIZ ST","LEAL ST","One Side",23676.99,2020,2020-02-17,2020-03-30,2020-02-17,2020-02-28,100,"Sidewalks","Daniel Carrion","0",311.13,NA,"None Existing","N ELMENDORF - East Side ( RUIZ ST To LEAL ST )",329.034424369455,2020-02-17,2020-02-28,11
"428","IMP","2","LEONIDAS DR","STOLNET","S WW WHITE RD","Both Sides",28220.92,2020,2020-03-06,2020-03-30,2019-12-16,2020-01-02,100,"Sidewalks","Carmen Varela-Rivas","0",370.84,NA,"None Existing","LEONIDAS DR - Both Sides ( STOLNET To S WW WHITE RD )",370.843077862045,2019-12-16,2020-01-02,17
"429","IMP","2","ST JAMES","BURNET ST","DAWSON ST","Both Sides",128976.56,2020,2019-11-13,2020-02-29,2019-11-13,2020-02-18,100,"Sidewalks","Carmen Varela-Rivas","0",1694.83,NA,"Existing/None Existing","ST JAMES - Both Sides ( BURNET ST To DAWSON ST )",1705.32905352724,2019-11-13,2020-02-18,97
"430","IMP","2","STOLNET","READWELL DR","MARTIN LUTHER KING DR","Both Sides",236395.52,2020,2019-12-23,2020-03-18,2019-11-14,2020-03-18,100,"Sidewalks","Carmen Varela-Rivas","0",3106.38,NA,"Existing/None Existing","STOLNET - Both Sides ( READWELL DR To MARTIN LUTHER KING DR )",3103.45548065501,2019-11-14,2020-03-18,125
"431","IMP","3","BUSHICK","SUBLETT DR","GOLIAD RD","Both Sides",135765.44,2020,2020-02-24,2020-04-30,2020-03-02,2020-03-29,100,"Sidewalks","Karlo Jajliardo","0",1784.04,NA,"None Existing","BUSHICK - Both Sides ( SUBLETT DR To GOLIAD RD )",1784.04390893141,2020-03-02,2020-03-29,27
"432","IMP","3","NOPAL ST","RIGSBY AVE","KAYTON AVE","Both Sides",50813.49,2020,2020-05-04,2020-06-05,2020-05-04,2020-05-20,100,"Sidewalks","Karlo Jajliardo","0",667.72,NA,"None Existing","NOPAL ST - Both Sides ( RIGSBY AVE To KAYTON AVE )",667.720747270623,2020-05-04,2020-05-20,16
"433","IMP","3","ROLAND AVE","PECAN VALLEY DR","TALISMAN","One Side",35578.27,2020,2020-05-25,2020-07-22,2020-05-27,2020-07-17,100,"Sidewalks","Karlo Jajliardo","0",467.52,NA,"None Existing","ROLAND AVE - South Side ( PECAN VALLEY DR To TALISMAN )",467.523068330303,2020-05-27,2020-07-17,51
"434","IMP","3","WHITEFIELD","PYLE","GOLIAD RD","Both Sides",158591.64,2020,2020-01-27,2020-03-31,2020-01-21,2020-03-09,100,"Sidewalks","Karlo Jajliardo","0",2083.99,NA,"None Existing","WHITEFIELD - Both Sides ( PYLE To GOLIAD RD )",2089.00777991901,2020-01-21,2020-03-09,48
"435","IMP","4","CENTURY DR","FIVE PALMS DR","ROYALGATE DR","Both Sides",191526.96,2020,2019-11-04,2020-01-10,2019-10-18,2020-01-23,100,"Sidewalks","Karlo Jajliardo","0",2516.78,NA,"None Existing","CENTURY DR - Both Sides ( FIVE PALMS DR To ROYALGATE DR )",2516.77860425689,2019-10-18,2020-01-23,97
"436","IMP","4","REDBROOK DR","WINDYHILL","ROYALGATE DR","Both Sides",113105.15,2020,2020-01-22,2020-03-31,2020-01-21,2020-03-19,100,"Sidewalks","Karlo Jajliardo","0",1486.27,NA,"None Existing","REDBROOK DR - Both Sides ( WINDYHILL To ROYALGATE DR )",1486.27035952256,2020-01-21,2020-03-19,58
"437","IMP","4","SADDLEBROOK DR","BURLINGTON","BEAR CREEK DR","One Side",63296.94,2020,2020-04-06,2020-05-06,2020-04-14,2020-05-15,100,"Sidewalks","Karlo Jajliardo","0",831.76,NA,"None Existing","SADDLEBROOK DR - East Side ( BURLINGTON To BEAR CREEK DR )",702.059038283216,2020-04-14,2020-05-15,31
"438","IMP","5","CHIHUAHUA ST","BARCLAY ST","S MINTER","One Side",110473.61,2020,2019-11-25,2020-01-31,2019-11-25,2020-01-21,100,"Sidewalks","Maitham Humoud","0",1451.69,NA,"None Existing","CHIHUAHUA ST - South Side ( BARCLAY ST To S MINTER )",1434.74245466583,2019-11-25,2020-01-21,57
"439","IMP","5","S CHUPADERAS","W Cesar E Chavez Blvd","SAN FERNANDO ST","Both Sides",108649.49,2020,2020-05-25,2020-06-30,2020-05-05,2020-06-19,100,"Sidewalks","Maitham Humoud","0",1427.72,NA,"Existing/None Existing","S CHUPADERAS - Both Sides ( W Cesar E Chavez Blvd To SAN FERNANDO ST )",1427.71869076147,2020-05-05,2020-06-19,45
"440","IMP","5","PIERIAN AVE","W SOUTHCROSS BLVD","W GERALD","One Side",66643.05,2020,2020-02-03,2019-12-31,2019-11-25,2019-12-11,100,"Sidewalks","Maitham Humoud","0",886,NA,"None Existing","PIERIAN AVE - West Side ( W SOUTHCROSS BLVD To W GERALD )",875.729015174487,2019-11-25,2019-12-11,16
"442","IMP","6","ROGERS RD","WESTOVER HILLS BLVD","W MILITARY DR","Both Sides",255420.52,2020,2020-03-02,2020-09-30,2020-02-27,2020-07-28,100,"Sidewalks","Maitham Humoud","0",3356.38,NA,"None Existing","ROGERS RD - Both Sides ( WESTOVER HILLS BLVD To W MILITARY DR )",3356.37935244918,2020-02-27,2020-07-28,152
"444","IMP","7","W ASHBY PLACE","N ELMENDORF","N ZARZAMORA","Both Sides",83559.32,2020,2020-05-05,2020-06-30,2020-05-05,2020-06-05,100,"Sidewalks","Maitham Humoud","0",1098.02,NA,"None Existing","W ASHBY PLACE - Both Sides ( N ELMENDORF To N ZARZAMORA )",1098.02176930153,2020-05-05,2020-06-05,31
"446","IMP","8","CALLAGHAN RD","MIDVALE","GREENSBORO","One Side",82924.65,2020,2020-02-03,2020-04-24,2020-02-03,2020-04-30,100,"Sidewalks","Oziegbe Oyameda","0",1089.68,NA,"None Existing","CALLAGHAN RD - West Side ( MIDVALE To GREENSBORO )",1065.0289750881,2020-02-03,2020-04-30,87
"448","IMP","8","OAKDELL WAY","HAMILTON WOLFE","LAMB RD","One Side",144607.5,2020,2019-11-13,2020-02-20,2019-11-13,2020-02-20,100,"Sidewalks","Oziegbe Oyameda","0",1900.23,NA,"None Existing","OAKDELL WAY - North Side ( HAMILTON WOLFE To LAMB RD )",1900.22870411318,2019-11-13,2020-02-20,99
"522","IMP","8","Babcock Rd","BAYWATER DR","CHEDDER DR","One Side",122153.56,2020,2020-05-14,2020-07-01,2020-05-14,2020-07-13,100,"Sidewalks","Oziegbe Oyameda","0",1754,NA,"None Existing","Babcock Rd - East Side ( BAYWATER DR To CHEDDER DR )",1490.40636274189,2020-05-14,2020-07-13,60
"549","IMP","10","EDGEFIELD DR","SCHERTZ RD","GREYSTONE DR","One Side",53573.64,2020,2020-04-06,2020-05-20,2020-04-06,2020-06-17,100,"Sidewalks","Oziegbe Oyameda","0",703.99,NA,"None Existing","EDGEFIELD DR - East Side ( SCHERTZ RD To GREYSTONE DR )",703.988983903713,2020-04-06,2020-06-17,72
"670","IMP","8","CAMBRAY DR","NEWCOME DR","CHEDDER DR","Both Sides",77597.65,2020,2020-03-19,2020-05-30,2020-03-19,2020-05-29,100,"Sidewalks","Oziegbe Oyameda","0",1019.68,NA,"None Existing","CAMBRAY DR - Both Sides ( NEWCOME DR To CHEDDER DR )",1013.7043519823,2020-03-19,2020-05-29,71
"697","IMP","7","KENTUCKY AVE","GOODRICH AVE","ADAES","Both Sides",33789.92,2020,2020-01-27,2020-02-28,2020-01-27,2020-03-13,100,"Sidewalks","Maitham Humoud","0",444.02,NA,"None Existing","KENTUCKY AVE - Both Sides ( GOODRICH AVE To ADAES )",444.023992103842,2020-01-27,2020-03-13,46
"763","IMP","9","E SONTERRA BLVD","STONE OAK PKWY","RONALD REAGAN","One Side",36857.51,2020,2020-04-29,2020-06-27,2020-04-29,2020-06-29,100,"Sidewalks","Oziegbe Oyameda","0",484.33,NA,"None Existing","E SONTERRA BLVD - North Side ( STONE OAK PKWY To RONALD REAGAN )",476.778652933943,2020-04-29,2020-06-29,61
"774","IMP","9","W RAMSEY","LORENE","LIMELIGHT","One Side",94118.2,2020,2020-03-18,2020-05-09,2020-03-18,2020-06-08,100,"Sidewalks","Oziegbe Oyameda","0",1236.77,NA,"None Existing","W RAMSEY - North Side ( LORENE To LIMELIGHT )",1239.09564152371,2020-03-18,2020-06-08,82
"778","IMP","9","RONALD REAGAN","CUL-DE-SAC","E SONTERRA BLVD","One Side",40244.72,2020,2020-04-29,2020-06-30,2020-04-29,2020-06-29,100,"Sidewalks","Oziegbe Oyameda","0",528.84,NA,"None Existing","RONALD REAGAN - West Side ( CUL-DE-SAC To E SONTERRA BLVD )",635.617420950342,2020-04-29,2020-06-29,61
"787","IMP","9","LOCKHILL-SELMA RD","BLANCO RD","NORTHCREST DR","Both Sides",75415.1,2020,2020-03-23,2020-05-15,2020-03-23,2020-06-08,100,"Sidewalks","Oziegbe Oyameda","0",991,NA,"None Existing","LOCKHILL-SELMA RD - Both Sides ( BLANCO RD To NORTHCREST DR )",991.001414468366,2020-03-23,2020-06-08,77
"788","IMP","9","BECKETT","WEST AVE","MORNING CT","Both Sides",19528.02,2020,2020-05-04,2020-07-01,2020-05-04,2020-07-01,100,"Sidewalks","Oziegbe Oyameda","0",577,NA,"None Existing","BECKETT - Both Sides ( WEST AVE To MORNING CT )",256.611901323463,2020-05-04,2020-07-01,58
"818","IMP","3","LYRIC AVE","GOLIAD RD","CLARK AVE","Both Sides",68914.64,2020,2019-12-09,2020-02-07,2019-12-26,2020-03-12,100,"Sidewalks","Karlo Jajliardo","0",905.58,NA,"None Existing","LYRIC AVE - Both Sides ( GOLIAD RD To CLARK AVE )",930.105289142652,2019-12-26,2020-03-12,77
"868","IMP","10","BARRINGTON","ROCK CROFT DR","KINGS PT","One Side",78061.86,2020,2019-12-09,2020-02-14,2019-12-09,2020-02-14,100,"Sidewalks","Oziegbe Oyameda","0",1025.78,NA,"None Existing","BARRINGTON - South Side ( ROCK CROFT DR To KINGS PT )",1005.72678893548,2019-12-09,2020-02-14,67
"931","IMP","4","NIAGARA","W HUTCHINS PLACE","NAVAJO ST","One Side",68637.63,2020,2020-04-20,2020-03-31,2020-03-10,2020-03-27,100,"Sidewalks","Karlo Jajliardo","0",901.94,NA,"None Existing","NIAGARA - West Side ( W HUTCHINS PLACE To NAVAJO ST )",808.797616670358,2020-03-10,2020-03-27,17
"933","IMP","4","TROPICANA PLACE","CUL-DE-SAC","FIVE PALMS DR","Both Sides",50500.72,2020,2020-01-06,2020-02-21,2020-01-03,2020-02-07,100,"Sidewalks","Karlo Jajliardo","0",663.61,NA,"None Existing","TROPICANA PLACE - Both Sides ( CUL-DE-SAC To FIVE PALMS DR )",663.61367662064,2020-01-03,2020-02-07,35
"955","IMP","10","COMSTOCK","KINGS PT","PERRIN BEITEL","Both Sides",22283.6,2020,2020-01-13,2020-03-30,2020-01-13,2020-03-19,100,"Sidewalks","Oziegbe Oyameda","0",292.82,NA,"None Existing","COMSTOCK - Both Sides ( KINGS PT To PERRIN BEITEL )",300.644347280653,2020-01-13,2020-03-19,66
"1144","IMP","6","PARK FIELD","BROWNLEAF DR","N PARK BEND","Both Sides",146000,2020,2020-06-01,2020-06-30,2020-05-13,2020-06-15,100,"Sidewalks","Maitham Humoud","0",1619.95,NA,"None Existing","PARK FIELD - Both Sides ( BROWNLEAF DR To N PARK BEND )",1641.12684533159,2020-05-13,2020-06-15,33
"1153","IMP","6","OLD TEZEL RD","TEZEL RD","ELDERWOOD","One Side",24501.16,2020,2020-07-13,2020-06-30,2020-06-09,2020-06-30,100,"Sidewalks","Maitham Humoud","0",321.96,NA,"None Existing","OLD TEZEL RD - North Side ( TEZEL RD To ELDERWOOD )",321.96060137653,2020-06-09,2020-06-30,21
"1171","IMP","2","MIDLAND ST","MERCURY","MOTEL","One Side",26064.25,2020,2020-04-16,2020-05-26,2020-04-16,2020-05-01,100,"Sidewalks","Carmen Varela-Rivas","0",342.5,NA,"None Existing","MIDLAND ST - East Side ( MERCURY To MOTEL )",342.496513989055,2020-04-16,2020-05-01,15
"1213","IMP","7","LEO","WAVERLY","ROLLINS AVE","One Side",18043.31,2020,2020-03-20,2020-04-17,2020-04-08,2020-05-06,100,"Sidewalks","Maitham Humoud","0",237.1,NA,"None Existing","LEO - West Side ( WAVERLY To ROLLINS AVE )",237.100379020286,2020-04-08,2020-05-06,28
"1214","IMP","5","LINDEN AVE","SHELBY","ADOLPH","One Side",59000,2020,2020-09-01,2020-03-31,2020-02-11,2020-03-17,100,"Sidewalks","Maitham Humoud","0",720.21,NA,"None Existing","LINDEN AVE - North Side ( SHELBY To ADOLPH )",720.212371516992,2020-02-11,2020-03-17,35
"1235","IMP","10","BARRINGTON","OVERTON","ROCK CROFT DR","One Side",49800.6,2020,2020-02-10,2020-03-20,2020-02-10,2020-03-20,100,"Sidewalks","Oziegbe Oyameda","0",654.41,NA,"None Existing","BARRINGTON - North Side ( OVERTON To ROCK CROFT DR )",527.559294658028,2020-02-10,2020-03-20,39
"1437","IMP","1","LEE HALL","BLANCO RD","N AUDUBON","One Side",52784.76,2020,2020-09-21,2020-09-30,2020-09-28,2020-10-23,100,"Sidewalks","Daniel Carrion","0",1089.43,NA,"None Existing","LEE HALL - South Side ( BLANCO RD To N AUDUBON )",1089.43426535689,2020-09-28,2020-10-23,25
"1682","IMP","1","LA MANDA BLVD","BEACON AVE","SAN PEDRO AVE","One Side",56829.22,2020,2021-02-08,2021-02-26,2021-02-08,2021-03-12,100,"Sidewalks","Daniel Carrion","0",1159.78,NA,"None Existing","LA MANDA BLVD - North Side ( BEACON AVE To SAN PEDRO AVE )",1159.77584745387,2021-02-08,2021-03-12,32
"1709","IMP","1","SAN ANGELO","WEST AVE","NEER AVE","One Side",75229.21,2020,2021-03-22,2021-05-02,2021-03-08,2021-03-29,100,"Sidewalks","Daniel Carrion","0",1535.29,NA,"None Existing","SAN ANGELO - South Side ( WEST AVE To NEER AVE )",1535.28869235528,2021-03-08,2021-03-29,21
"20","IMP","1","JACKSON","WARREN ST","DEAD END","One Side",92524.2,2019,2019-05-22,2019-06-18,2019-05-22,2019-07-08,100,"Sidewalks","Daniel Carrion","0",1088.52,NA,"None Existing","JACKSON - East Side ( WARREN ST To DEAD END )",1088.52000616847,2019-05-22,2019-07-08,47
"32","IMP","5","EL PASO ST","S ROSILLO","S CIBOLO ST","Both Sides",102445.4,2019,2018-11-15,2019-01-15,2018-11-15,2019-02-19,100,"Sidewalks","Karlo Jajliardo","0",1780,NA,"None Existing","EL PASO ST - Both Sides ( S ROSILLO To S CIBOLO ST )",1205.23852184489,2018-11-15,2019-02-19,96
"36","IMP","1","McCullough Ave","E POPLAR ST","E CYPRESS","One Side",31771.3,2019,2019-09-25,2020-03-31,2019-09-27,2020-01-10,100,"Sidewalks","Daniel Carrion","0",373.78,NA,"None Existing","McCullough Ave - West Side ( E POPLAR ST To E CYPRESS )",373.777860520149,2019-09-27,2020-01-10,105
"60","IMP","1","VANCE ST","LABOR ST","RIDDLE","One Side",31514.53,2019,2020-05-04,2020-09-30,2020-05-05,2020-05-29,100,"Sidewalks","Daniel Carrion","0",414.12,NA,"None Existing","VANCE ST - South Side ( LABOR ST To RIDDLE )",414.115409006233,2020-05-05,2020-05-29,24
"62","IMP","1","PASCHAL","E PARK AVE","E EVERGREEN","One Side",18801.27,2019,2020-04-30,2020-06-26,2020-04-30,2020-05-15,100,"Sidewalks","Daniel Carrion","0",247.06,NA,"None Existing","PASCHAL - East Side ( E PARK AVE To E EVERGREEN )",247.06406992479,2020-04-30,2020-05-15,15
"96","IMP","5","S ALAZAN","W COMMERCE ST","BUENA VISTA ST","One Side",24565.85,2019,2018-10-05,2018-11-15,2018-10-08,2018-11-14,100,"Sidewalks","Karlo Jajliardo","0",289.01,NA,"None Existing","S ALAZAN - East Side ( W COMMERCE ST To BUENA VISTA ST )",289.010684371092,2018-10-08,2018-11-14,37
"105","IMP","1","EL PASO ST","S FLORES ST","S LAREDO ST","Both Sides",25964,2019,2019-09-09,2019-09-30,2019-09-05,2019-09-13,100,"Sidewalks","Daniel Carrion","0",203.46,NA,"None Existing","EL PASO ST - Both Sides ( S FLORES ST To S LAREDO ST )",204.97035554768,2019-09-05,2019-09-13,8
"127","IMP","2","TOMROB DR","KENMAR","EASTWOOD DR","Both Sides",203623.2,2019,2019-07-29,2019-09-30,2019-07-29,2019-09-23,100,"Sidewalks","Daniel Carrion","0",2262.48,NA,"None Existing","TOMROB DR - Both Sides ( KENMAR To EASTWOOD DR )",2259.87238830831,2019-07-29,2019-09-23,56
"141","IMP","5","EL PASO ST","ACORN","S ROSILLO","One Side",12652.25,2019,2018-12-15,2019-02-15,2019-01-18,2019-02-19,100,"Sidewalks","Karlo Jajliardo","0",211,NA,"None Existing","EL PASO ST - South Side ( ACORN To S ROSILLO )",148.848009715329,2019-01-18,2019-02-19,32
"167","IMP","10","RAINBOW DR","AUSTIN HWY","CLOUDHAVEN DR","Both Sides",79313.5,2019,2018-11-19,2019-01-20,2018-11-14,2019-03-25,100,"Sidewalks","Luis Ocura","0",933.1,NA,"None Existing","RAINBOW DR - Both Sides ( AUSTIN HWY To CLOUDHAVEN DR )",933.095668420748,2018-11-14,2019-03-25,131
"170","IMP","10","FOX KNOLL","NACOGDOCHES RD","MARTINS FERRY","Both Sides",57885,2019,2019-08-05,2019-09-30,2019-03-28,2019-04-16,100,"Sidewalks","Luis Ocura","0",959.44,NA,"None Existing","FOX KNOLL - Both Sides ( NACOGDOCHES RD To MARTINS FERRY )",959.441787502121,2019-03-28,2019-04-16,19
"176","IMP","3","EUREKA DR","GOLIAD RD","CUL-DE-SAC","Both Sides",250381.95,2019,2019-07-08,2019-09-27,2019-09-30,2019-09-30,100,"Sidewalks","Karlo Jajliardo","0",1886,NA,"None Existing","EUREKA DR - Both Sides ( GOLIAD RD To CUL-DE-SAC )",2029.36110397975,2019-09-30,2019-09-30,0
"184","IMP","5","N RICHTER ST","MUSTANG ALLEY","ALICE ALLEY","Both Sides",108816.15,2019,2019-05-02,2019-09-01,2019-05-02,2019-08-16,100,"Sidewalks","Oziegbe Oyameda","0",1280.19,NA,"None Existing","N RICHTER ST - Both Sides ( MUSTANG ALLEY To ALICE ALLEY )",1185.23050742814,2019-05-02,2019-08-16,106
"189","IMP","5","N SMITH ST","W TRAVIS ST","W COMMERCE ST","Both Sides",59783.05,2019,2019-06-20,2019-11-15,2019-06-24,2019-09-25,100,"Sidewalks","Oziegbe Oyameda","0",703.33,NA,"None Existing","N SMITH ST - Both Sides ( W TRAVIS ST To W COMMERCE ST )",507.981019528255,2019-06-24,2019-09-25,93
"197","IMP","5","S CHUPADERAS","TORREON","ELVIRA ST","One Side",19262.7,2019,2019-03-30,2019-05-10,2019-03-04,2019-07-17,100,"Sidewalks","Oziegbe Oyameda","0",226.62,NA,"None Existing","S CHUPADERAS - West Side ( TORREON To ELVIRA ST )",225.479012093019,2019-03-04,2019-07-17,135
"207","IMP","3","RONDA ST","SHASTA AVE","CUL-DE-SAC","Both Sides",124626.15,2019,2019-04-01,2019-05-17,2019-03-19,2019-04-08,100,"Sidewalks","Karlo Jajliardo","0",2315,NA,"None Existing","RONDA ST - Both Sides ( SHASTA AVE To CUL-DE-SAC )",1382.67488753735,2019-03-19,2019-04-08,20
"229","IMP","6","WURZBACH RD","INGRAM RD","VAN CLEAVE DR","One Side",55831.4,2019,2019-09-03,2019-09-30,2019-09-03,2019-09-30,100,"Sidewalks","Luis Ocura","0",700,NA,"None Existing","WURZBACH RD - West Side ( INGRAM RD To VAN CLEAVE DR )",667.750006558346,2019-09-03,2019-09-30,27
"232","IMP","5","LINDEN AVE","VOTAW ST","KYLE ST","Both Sides",151000,2019,2019-09-05,2019-09-30,2019-09-16,2019-09-30,100,"Sidewalks","Karlo Jajliardo","0",1738.87,NA,"None Existing","LINDEN AVE - Both Sides ( VOTAW ST To KYLE ST )",1738.14364012789,2019-09-16,2019-09-30,14
"233","IMP","5","W GERALD","WABASH ST","S ZARZAMORA","Both Sides",171818.15,2019,2019-03-20,2019-07-18,2019-03-05,2019-06-12,100,"Sidewalks","Oziegbe Oyameda","0",2021.39,NA,"None Existing","W GERALD - Both Sides ( WABASH ST To S ZARZAMORA )",2067.53043076896,2019-03-05,2019-06-12,99
"238","IMP","6","WESTROCK DR","West Oak","US HWY 90 W ACCESS RD","Both Sides",48450,2019,2019-08-28,2019-09-27,2019-08-29,2019-09-05,100,"Sidewalks","Maitham Humoud","0",1016.75,NA,"None Existing","WESTROCK DR - Both Sides ( West Oak To US HWY 90 W ACCESS RD )",935.897675603583,2019-08-29,2019-09-05,7
"241","IMP","5","MILVID AVE","VOTAW ST","S ZARZAMORA","Both Sides",91000,2019,2019-09-23,2019-11-15,2019-08-19,2019-11-19,100,"Sidewalks","Oziegbe Oyameda","0",1281.59,NA,"None Existing","MILVID AVE - Both Sides ( VOTAW ST To S ZARZAMORA )",1287.25728209739,2019-08-19,2019-11-19,92
"246","IMP","8","HAMILTON WOLFE","FREDERICKSBURG RD","TOM SLICK","Both Sides",76858.2,2019,2019-06-30,2019-09-30,2019-02-04,2019-04-22,100,"Sidewalks","Oziegbe Oyameda","0",853.98,NA,"Completed","HAMILTON WOLFE - Both Sides ( FREDERICKSBURG RD To TOM SLICK )",853.983989483085,2019-02-04,2019-04-22,77
"249","IMP","8","TOM SLICK","HAMILTON WOLFE","SID KATZ DR","One Side",64252.35,2019,2018-11-22,2018-12-21,2018-12-05,2019-02-08,100,"Sidewalks","Oziegbe Oyameda","0",755.91,NA,"None Existing","TOM SLICK - East Side ( HAMILTON WOLFE To SID KATZ DR )",755.913117018065,2018-12-05,2019-02-08,65
"260","IMP","5","ELVIRA ST","S HAMILTON AVE","CUL-DE-SAC","Both Sides",58530.15,2019,2019-05-20,2019-07-14,2019-02-10,2019-05-22,100,"Sidewalks","Oziegbe Oyameda","0",688.59,NA,"None Existing","ELVIRA ST - Both Sides ( S HAMILTON AVE To CUL-DE-SAC )",688.58880308141,2019-02-10,2019-05-22,101
"265","IMP","5","RIVAS ST","NW 28TH ST","CUL-DE-SAC","Both Sides",169908.2,2019,2019-03-11,2019-07-09,2019-02-06,2019-06-07,100,"Sidewalks","Oziegbe Oyameda","0",1998.92,NA,"None Existing","RIVAS ST - Both Sides ( NW 28TH ST To CUL-DE-SAC )",1046.74059916683,2019-02-06,2019-06-07,121
"272","IMP","7","BRADFORD","CAMINO SANTA MARIA","TEXAS AVE","One Side",25347,2019,2019-03-07,2019-05-10,2019-02-25,2019-04-16,100,"Sidewalks","Luis Ocura","0",770,NA,"None Existing","BRADFORD - South Side ( CAMINO SANTA MARIA To TEXAS AVE )",298.198565064268,2019-02-25,2019-04-16,50
"273","IMP","7","GLENWICK","CULEBRA RD","BRADFORD","Both Sides",33949,2019,2019-03-04,2019-05-17,2019-02-25,2019-04-16,100,"Sidewalks","Luis Ocura","0",399.4,NA,"None Existing","GLENWICK - Both Sides ( CULEBRA RD To BRADFORD )",399.404598633011,2019-02-25,2019-04-16,50
"275","IMP","5","S MURRY ST","MONTEREY ST","W Cesar E Chavez Blvd","Both Sides",107813.7,2019,2019-06-01,2019-09-30,2019-05-02,2019-07-23,100,"Sidewalks","Oziegbe Oyameda","0",1197.93,NA,"None Existing","S MURRY ST - Both Sides ( MONTEREY ST To W Cesar E Chavez Blvd )",1197.93165533052,2019-05-02,2019-07-23,82
"276","IMP","7","SAN ANTONIO AVE","DONALDSON AVE","FREDERICKSBURG RD","Both Sides",78596.1,2019,2019-09-16,2019-12-04,2019-10-02,2019-11-25,100,"Sidewalks","Luis Ocura","0",1200,NA,"None Existing","SAN ANTONIO AVE - Both Sides ( DONALDSON AVE To FREDERICKSBURG RD )",924.662380844283,2019-10-02,2019-11-25,54
"288","IMP","7","KENTUCKY AVE","ROLLINS AVE","BANDERA RD","Both Sides",105444.2,2019,2018-11-26,2019-02-08,2018-11-27,2019-02-22,100,"Sidewalks","Maitham Humoud","0",1240.52,NA,"None Existing","KENTUCKY AVE - Both Sides ( ROLLINS AVE To BANDERA RD )",1240.51841703156,2018-11-27,2019-02-22,87
"293","IMP","7","PETTUS ST","CULEBRA RD","ATWOOD LN","Both Sides",19793.95,2019,2019-04-19,2019-05-16,2019-04-22,2019-05-17,100,"Sidewalks","Maitham Humoud","0",289,NA,"None Existing","PETTUS ST - Both Sides ( CULEBRA RD To ATWOOD LN )",232.865538155936,2019-04-22,2019-05-17,25
