ProjectCategory,SMPProjectID,CouncilDistrict,ProjectStreet,StreetFrom,StreetTo,ProjectLimits,FiscalYear,Application,Type_,Force,WeightedPCI,PBaseFail,FieldBasePave,PFlatWork,EstTotalCost,ProjectStatus,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,ProjectManager,Contact,Shape_Length
Preservation,11887,09,Steubing Oaks,Desert Blf,Hardy Oak Blvd,Unknown,2024,Slurry Seal,Preservation,City,84.0,0.0,0.025,0.0,10484.29,Verified,2024-05-20,2024-05-24 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,2309.744822201079
Preservation,11888,09,Fargo Pass,Gunther Blf,Desert Blf,Unknown,2024,Slurry Seal,Preservation,City,89.0,0.0,0.025,0.0,1725.98,Verified,2024-04-22,2024-04-26 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,380.89030184701153
Preservation,11889,09,Gunther Blf,Fargo Pass,Classen Crest,Unknown,2024,Crack Seal,Preservation,City,88.0,0.0,0.025,0.0,1565.44,Verified,2024-02-12,2024-02-16 00:00:00,2023-11-08,2023-11-08,Samuel Sanchez,Les Melghem: 210-207-5069,575.5313804917727
Preservation,11890,09,Classen Crest,Pvt Rd,Dead End,Unknown,2024,Crack Seal,Preservation,City,86.0,0.0,0.025,0.0,4109.87,Verified,2024-01-29,2024-02-02 00:00:00,2023-11-08,2023-11-08,Samuel Sanchez,Les Melghem: 210-207-5069,1510.9808291117972
Preservation,11893,01,Tawny Oak,Briaridge Dr,Briargate Dr,Unknown,2023,Micro Surface - Contract,Preservation,Contract,78.0,0.0,0.0,0.0,27378.99,Locked,2023-05-15,2023-09-29 00:00:00,2023-07-05,2023-07-06,Daniel Carrion,Louis Guererro: 210-207-6944,1132.6218799308772
Preservation,11897,09,Vista Del Mar,Vista Real,Cul-de-sac,Unknown,2024,Micro Surface - Contract,Preservation,Contract,81.0,0.0,0.05,8.0,31503.51,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Daniel Carrion,Louis Guererro: 210-207-6944,451.90050137910913
Preservation,11900,09,Bold Ruler,Churchill Estates Blvd,Cul-de-sac,Unknown,2024,Micro Surface - Contract,Preservation,Contract,84.0,0.0,0.05,0.0,33777.15,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,600.9526669549222
Preservation,11901,09,Cavalcade,Churchill Estates Blvd,Cul-de-sac,Unknown,2024,Micro Surface - Contract,Preservation,Contract,81.0,0.0,0.05,0.0,33949.34,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,602.8580736474025
Preservation,11902,03,Jasper,Quig,Model Dr,Unknown,2023,Slurry Seal,Preservation,City,75.0,0.0,0.0,0.0,5649.03,Verified by CoSA,2023-08-14,2023-08-17 00:00:00,2023-08-04,2023-08-04,Samuel Sanchez,Les Melghem: 210-207-5069,852.042338703035
Preservation,11903,09,Donerail,Churchill Estates Blvd,Day Star,Unknown,2024,Micro Surface - Contract,Preservation,Contract,78.0,0.0,0.05,0.0,30116.54,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,618.1840783957163
Preservation,11904,03,Quig,Pecan Valley Dr,Lasses,Unknown,2024,Crack Seal,Preservation,City,93.0,0.0,0.0,0.0,4961.93,Verified,2023-12-11,2023-12-15 00:00:00,2023-11-08,2023-11-08,Samuel Sanchez,Les Melghem: 210-207-5069,1368.1761956542034
Preservation,11905,09,Day Star,Churchill Estates Blvd,Donerail,Unknown,2024,Micro Surface - Contract,Preservation,Contract,61.0,0.0,0.05,0.0,34893.8,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,670.7393751775588
Preservation,11906,09,Agile,Day Star,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,82.0,0.0,0.05,0.0,11030.93,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,192.44484141101012
Preservation,11907,09,Citation,Dead End,Typhoon,Unknown,2024,Micro Surface - Contract,Preservation,Contract,79.0,0.0,0.05,0.0,30371.45,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,583.8132626831988
Preservation,11908,09,Typhoon,Sir Barton,Citation,Unknown,2024,Micro Surface - Contract,Preservation,Contract,77.0,0.0,0.05,0.0,18130.48,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,421.4047556882403
Preservation,11909,09,Sir Barton,Churchill Estates Blvd,Typhoon,Unknown,2024,Micro Surface - Contract,Preservation,Contract,74.0,0.0,0.05,0.0,30100.41,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,578.5976776328436
Preservation,11910,09,Dark Star,Churchill Estates Blvd,Cul-de-sac,Unknown,2024,Micro Surface - Contract,Preservation,Contract,77.0,0.0,0.05,0.0,35343.03,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,650.844200576438
Preservation,11914,09,Sir Huon,Churchill Estates Blvd,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,75.0,0.0,0.05,0.0,18851.81,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,359.2864386367372
Preservation,11915,09,Bold Venture,Riva Rdg,Churchill Estates Blvd,Unknown,2024,Micro Surface - Contract,Preservation,Contract,88.0,0.0,0.05,0.0,16149.97,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,310.44374671893837
Preservation,11916,09,Riva Rdg,Bold Venture,Reigh Count,Unknown,2024,Micro Surface - Contract,Preservation,Contract,83.0,0.0,0.05,0.0,36046.62,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,764.632659694903
Preservation,11917,09,Challedon Cir,Churchill Estates Blvd,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,76.0,0.0,0.05,0.0,12867.43,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,232.0337574933163
Preservation,11920,09,Chant,Churchill Estates Blvd,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,77.0,0.0,0.05,0.0,16302.07,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,299.8577605365991
Preservation,11923,04,Bynum Ave,Briggs Ave,Gracie St,Unknown,2023,Crack Seal,Preservation,City,85.0,0.0,0.0,0.0,1349.64,Verified by CoSA,2022-11-21,2022-11-25 00:00:00,2022-12-06,2022-12-06,Samuel Sanchez,Les Melghem: 210-207-5069,569.1979024179839
Preservation,11926,04,Sweet Maiden Dr,Tesoro Hills,Five Palms Dr,Unknown,2023,Crack Seal,Preservation,City,92.0,0.0,0.0,0.0,7725.55,Verified by CoSA,2022-11-17,2022-11-11 00:00:00,2022-11-09,2022-11-09,Samuel Sanchez,Les Melghem: 210-207-5069,2562.7632609620623
Preservation,11927,04,Pirate Cv,Port Victoria,Cul-de-sac,Unknown,2023,Crack Seal,Preservation,City,100.0,0.0,0.0,0.0,2194.65,Verified by CoSA,2022-11-14,2022-11-18 00:00:00,2022-11-08,2022-11-08,Samuel Sanchez,Les Melghem: 210-207-5069,649.9453398954532
Preservation,11932,04,Solar Mist,Galaxy Brook,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,81.0,0.0,0.0,0.0,1729.06,Verified,2024-08-26,2024-08-30 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,217.488493272097
Preservation,11934,04,Sky Blue Bend,Charon Crk,Sky Blue Bend,Unknown,2023,Slurry Seal,Preservation,City,81.0,0.0,0.0,0.0,4319.0,Verified by CoSA,2023-07-31,2023-08-04 00:00:00,2023-08-07,2023-08-07,Samuel Sanchez,Les Melghem: 210-207-5069,664.271363527232
Preservation,11938,07,Wine Cup,Donaldson Ave,John Adams Dr,Unknown,2023,Slurry Seal,Preservation,City,83.0,0.0,0.0,0.0,12958.32,Pending,2023-09-25,2023-09-30 00:00:00,2023-06-26,2023-06-26,Samuel Sanchez,Les Melghem: 210-207-5069,1866.04669491239
Preservation,11939,04,Vega Horizon,Radiant Star,Galaxy Brook,Unknown,2023,Slurry Seal,Preservation,City,77.0,0.0,0.0,0.0,3461.89,Verified by CoSA,2023-07-31,2023-08-04 00:00:00,2023-08-07,2023-08-07,Samuel Sanchez,Les Melghem: 210-207-5069,469.94137988473534
Preservation,11940,04,Hazel Cv,Hazel Valley Dr,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,73.0,0.0,0.0,0.0,1261.73,Verified,2024-08-05,2024-08-09 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,145.21980925806642
Preservation,11942,04,Island Vw,Ocean Side,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,82.0,0.0,0.0,0.0,10374.78,Verified,2024-08-05,2024-08-09 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1475.5140077109982
Preservation,11950,04,Mingo,Pollote,Gibbens,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,78.0,0.0,0.05,0.0,11048.18,Locked,2024-04-15,2024-09-30 00:00:00,Not Available,Not Available,Jeannine Pyles,Louis Guererro: 210-207-6944,261.5006111805606
Preservation,11959,06,Buena Vista St,Sw 36th St,Sw 36th St,Unknown,2024,Slurry Seal,Preservation,City,73.0,0.0,0.0,0.0,5120.81,Verified,2024-06-17,2024-06-21 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,852.6491010917277
Preservation,11960,06,Stephanie,Sw 37th St,Sw 36th St,Unknown,2024,Slurry Seal,Preservation,City,72.0,0.0,0.025,0.0,4953.31,Verified,2024-07-15,2024-07-19 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,816.4796756792006
Preservation,11961,06,Fridell St,Roseanna,Sw 36th St,Unknown,2024,Slurry Seal,Preservation,City,74.0,0.0,0.025,2.0,7751.8,Verified,2024-06-17,2024-06-21 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1277.7710863699956
Preservation,11966,06,Shay Cir,Lauren Mist,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,79.0,0.0,0.0,0.0,1823.12,Verified,2024-07-08,2024-07-12 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,219.0895529757854
Preservation,11969,06,Andrew Pt,Colton Crk,Cul-de-sac,Unknown,2023,Slurry Seal - Contract,Preservation,Contract,79.0,0.0,0.0,0.0,12038.24,Locked,2023-04-03,2023-08-25 00:00:00,2023-08-02,2023-08-02,Daniel Carrion,Louis Guererro: 210-207-6944,441.5941206852989
Preservation,11971,06,Cliff Crk,Colton Crk,Cul-de-sac,Unknown,2023,Slurry Seal - Contract,Preservation,Contract,75.0,0.0,0.0,0.0,14374.76,Locked,2023-04-03,2023-08-25 00:00:00,2023-08-02,2023-08-02,Daniel Carrion,Louis Guererro: 210-207-6944,534.4534175670866
Preservation,11973,06,Village Club,Village Basin,Les Harrison Dr,Unknown,2024,Slurry Seal,Preservation,City,79.0,0.0,0.0,0.0,10578.57,Verified,2024-07-22,2024-07-26 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1743.7241651167258
Preservation,11974,06,Village Cliff,Village Basin,Les Harrison Dr,Unknown,2024,Slurry Seal,Preservation,City,78.0,0.0,0.0,0.0,9069.06,Verified,2024-07-15,2024-07-19 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1395.2405127765835
Preservation,11975,06,Village Arbor,Village Basin,Les Harrison Dr,Unknown,2024,Slurry Seal,Preservation,City,76.0,0.0,0.0,0.0,6249.88,Verified,2024-07-15,2024-07-19 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1030.1988091750231
Preservation,11977,06,Valley Hedge,Valley Bay Dr,Valley Cliff,Unknown,2024,Slurry Seal,Preservation,City,78.0,0.0,0.0,0.0,7091.7,Verified,2024-07-15,2024-07-19 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1091.0265210738478
Preservation,11986,08,Daylight Crk,Indian Meadows Dr,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,79.0,0.0,0.0,0.0,3581.03,Verified,2024-05-06,2024-05-10 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,618.1104803805943
Preservation,11988,08,Hunters Stand,Hunters Breeze,Hunters Run,Unknown,2024,Slurry Seal,Preservation,City,77.0,0.0,0.0,0.0,7668.3,Verified,2024-05-20,2024-05-24 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1438.26526065916
Preservation,11989,08,Hunters Walk,Hunters Ledge,Hunters Ledge,Unknown,2024,Slurry Seal,Preservation,City,79.0,0.0,0.0,0.0,7177.69,Verified,2024-05-20,2024-05-24 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1104.257886112455
Preservation,11990,08,Hunters Dusk,Hunters Ledge,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,80.0,0.0,0.0,0.0,2356.71,Verified,2024-05-20,2024-05-24 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,297.85544806909934
Preservation,11991,08,Hunters Ledge,Hunters Run,Hunters Breeze,Unknown,2024,Slurry Seal,Preservation,City,88.0,0.0,0.0,0.0,11361.58,Verified,2024-05-20,2024-05-24 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,2026.544718860496
Preservation,11993,08,Hunters Run,Hunters Breeze,Hunters Ledge,Unknown,2023,Slurry Seal,Preservation,City,89.0,0.0,0.0,0.0,14692.0,Pending,2023-08-28,2023-08-31 00:00:00,2023-09-13,2023-09-13,Samuel Sanchez,Les Melghem: 210-207-5069,1848.9625648459603
Preservation,11997,08,Elys Path,George Rd,Dead End,Unknown,2024,Slurry Seal,Preservation,City,91.0,0.0,0.0,0.0,2324.66,Verified,2024-05-06,2024-05-10 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,376.59112807100007
Preservation,11999,08,King Walnut,George Rd,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,75.0,0.0,0.0,0.0,6612.78,Verified,2024-05-20,2024-05-24 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,986.0307458825584
Preservation,12005,08,Shadow Oaks,Green Run Ln,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,75.0,0.0,0.0,0.0,2980.96,Verified,2024-05-27,2024-05-31 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,395.354963121807
Preservation,12008,08,Fox Fire Ln,Vantage Hill Dr,Cul-de-sac,Unknown,2024,Slurry Seal,Preservation,City,90.0,0.0,0.0,0.0,2742.35,Locked,2024-05-13,2024-05-17 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,365.76713245118617
Preservation,12030,01,Mt Riga Dr,Blanco Rd,Mt Vieja,Unknown,2023,Micro Surface - Contract,Preservation,Contract,90.0,0.0,0.0,0.0,60587.69,Locked,2023-05-15,2023-09-29 00:00:00,2023-06-28,2023-06-28,Daniel Carrion,Louis Guererro: 210-207-6944,2039.2784368412867
Preservation,12032,01,Red Quill,Mt Riga Dr,Cul-de-sac,Unknown,2023,Micro Surface - Contract,Preservation,Contract,94.0,0.0,0.0,8.0,28749.05,Locked,2023-05-15,2023-09-29 00:00:00,2023-06-27,2023-06-27,Daniel Carrion,Louis Guererro: 210-207-6944,651.2918062536337
Preservation,12033,01,Curlew,Red Quill,Cul-de-sac,Unknown,2023,Micro Surface - Contract,Preservation,Contract,95.0,0.0,0.0,8.0,17779.98,Locked,2023-05-15,2023-09-29 00:00:00,2023-06-27,2023-06-27,Daniel Carrion,Louis Guererro: 210-207-6944,392.5211193000152
Preservation,12034,01,Evening Dun,Blanco Rd,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,88.0,0.0,0.05,0.0,21613.76,Locked,2024-04-01,2024-06-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,435.606824683842
Preservation,12035,01,Old Blue Rdg,Vance Jackson,Quail Meadow,Unknown,2023,Slurry Seal,Preservation,City,79.0,0.0,0.0,0.0,17623.5,Verified by CoSA,2023-09-11,2023-09-14 00:00:00,2023-09-20,2023-09-20,Samuel Sanchez,Les Melghem: 210-207-5069,2791.044506351211
Preservation,12044,01,Mt Boracho,Fabulous,Morey Peak,Unknown,2023,Micro Surface - Contract,Preservation,Contract,78.0,0.0,0.0,8.0,104366.34,Locked,2023-05-15,2023-09-29 00:00:00,2023-07-17,2023-07-17,Daniel Carrion,Louis Guererro: 210-207-6944,2224.7976029720635
Preservation,12048,09,Dutch Myrtle Dr,Plumeria,Brook Arbor,Unknown,2024,Slurry Seal,Preservation,City,94.0,0.0,0.0,0.0,9017.99,Verified,2024-04-15,2024-04-19 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1154.8124091444363
Preservation,12051,09,Ridgeboro,Timber Oak,Brogan,Unknown,2024,Slurry Seal,Preservation,City,90.0,0.0,0.0,0.0,7038.98,Verified,2024-05-13,2024-05-17 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1082.919491842306
Preservation,12056,09,Palo Pinto,Mesa Alta,Palo Pinto,Unknown,2024,Crack Seal,Preservation,City,93.0,0.0,0.0,0.0,6046.82,Verified,2024-02-26,2024-03-01 00:00:00,2023-11-14,2023-11-14,Samuel Sanchez,Les Melghem: 210-207-5069,2641.299545249889
Preservation,12066,09,Silverwood,Parhaven Dr,Springhill,Unknown,2023,Slurry Seal,Preservation,City,80.0,0.0,0.0,0.0,10105.67,Verified by CoSA,2023-07-31,2023-08-03 00:00:00,2023-07-14,2023-07-14,Samuel Sanchez,Les Melghem: 210-207-5069,1685.269234398755
Preservation,12069,09,Tworivers Dr,Legend Oaks,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,87.0,0.0,0.05,0.0,16058.36,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,344.98503707879354
Preservation,12070,09,Mount Joy Dr,Summerwood Dr,Mt Everest,Unknown,2024,Crack Seal,Preservation,City,88.0,0.0,0.0,0.0,3025.86,Verified,2024-02-26,2024-03-01 00:00:00,2023-11-15,2023-11-15,Samuel Sanchez,Les Melghem: 210-207-5069,1067.9528587517484
Preservation,12071,09,Gold Holly Place,Legend Oaks,Creekside Pass,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,71.0,0.0,0.05,0.0,22721.07,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,651.1746559557545
Preservation,12072,09,Creekside Pass,Gold Holly Place,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,75.0,0.0,0.05,0.0,40794.35,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,978.3686297261154
Preservation,12073,09,Creekside Bend,Taylore Run,Tristan Run,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,74.0,0.0,0.05,0.0,50206.16,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,1370.441922095789
Preservation,12074,09,Fourmile Crk,Creekside Bend,Tristan Run,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,74.0,0.0,0.05,0.0,21605.16,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,589.7403882326894
Preservation,12075,09,Brigantine Crk,Creekside Bend,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,75.0,0.0,0.05,0.0,29442.25,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,716.2317730631582
Preservation,12076,09,Taylore Run,Creekside Bend,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,85.0,0.0,0.05,0.0,46905.82,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,1216.4852379601728
Preservation,12077,09,Stallion Run,Taylore Run,Creekside Pass,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,78.0,0.0,0.05,0.0,49614.87,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,1354.301603493285
Preservation,12079,09,Redrock Woods,Stallion Run,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,69.0,0.0,0.05,0.0,11599.87,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,222.44646377845697
Preservation,12080,09,Wooded Crk,Stallion Run,Cul-de-sac,Unknown,2024,Slurry Seal - Contract,Preservation,Contract,83.0,0.0,0.05,0.0,34274.78,Locked,2024-07-01,2024-09-30 00:00:00,Not Available,Not Available,Hector Luna,Louis Guererro: 210-207-6944,845.111195267983
Preservation,12084,09,Impala Cir,Roan Hts,Sable Forest,Unknown,2024,Crack Seal,Preservation,City,84.0,0.0,0.0,0.0,2285.92,Verified,2024-02-19,2024-02-23 00:00:00,2023-11-08,2023-11-08,Samuel Sanchez,Les Melghem: 210-207-5069,672.3261211781406
Preservation,12085,09,Gazelle Ct,Roan Hts,Sable Forest,Unknown,2024,Crack Seal,Preservation,City,87.0,0.0,0.0,0.0,3183.32,Verified,2024-02-12,2024-02-16 00:00:00,2023-11-08,2023-11-08,Samuel Sanchez,Les Melghem: 210-207-5069,1010.5771684822372
Preservation,12093,10,Heartland Dr,Stahl Rd,Forrester Ln,Unknown,2023,Slurry Seal,Preservation,City,77.0,0.0,0.0,0.0,2606.54,Verified by CoSA,2023-04-24,2023-04-28 00:00:00,2023-05-15,2023-05-15,Samuel Sanchez,Les Melghem: 210-207-5069,325.2132387377909
Preservation,12099,10,Angelique,Forrester Ln,Stahl Rd,Unknown,2023,Slurry Seal,Preservation,City,75.0,0.0,0.0,0.0,2580.06,Verified by CoSA,2023-04-24,2023-04-28 00:00:00,2023-05-29,2023-05-29,Samuel Sanchez,Les Melghem: 210-207-5069,321.71434546004446
Preservation,12104,10,Alpine Aster,Liatris Ln,Blue Trinity,Unknown,2024,Slurry Seal,Preservation,City,81.0,0.0,0.0,0.0,6574.41,Verified,2024-04-01,2024-04-05 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,1264.3060482813191
Preservation,12105,10,Blue Trinity,Regal Rose,Alpine Aster,Unknown,2022,Fog Seal,Preservation,City,86.0,0.0,0.0,0.0,9304.79,Pending,2022-08-08,2022-08-12 00:00:00,2022-09-15,2022-09-15,SESC,0,2671.036482102783
Preservation,12106,10,Echo Way,Timberway St,Cul-de-sac,Unknown,2023,Slurry Seal,Preservation,City,86.0,0.0,0.0,0.0,13063.62,Pending,2023-07-31,2023-08-04 00:00:00,2023-06-16,2023-06-16,Samuel Sanchez,Les Melghem: 210-207-5069,1672.6184379424046
Preservation,12108,10,Brambletree,Cypress Park,Ross Oak,Unknown,2023,Slurry Seal,Preservation,City,71.0,0.0,0.0,0.0,18610.31,Pending,2023-09-01,2023-09-30 00:00:00,2023-09-20,2023-09-22,Samuel Sanchez,Les Melghem: 210-207-5069,2464.6727024304837
Preservation,12127,06,Meadow Glade,Sw Loop 410 Access Rd,Meadow Knoll,Unknown,2024,Crack Seal,Preservation,City,66.0,0.0,0.0,0.0,9450.96,Verified,2023-10-23,2023-10-27 00:00:00,2023-12-18,2023-12-18,Samuel Sanchez,Les Melghem: 210-207-5069,3079.8723643295807
Preservation,12138,07,Driskill,Benrus,Dead End,Unknown,2024,Slurry Seal,Preservation,City,80.0,0.0,0.0,0.0,4057.57,Verified,2024-06-03,2024-06-07 00:00:00,Not Available,Not Available,Samuel Sanchez,Les Melghem: 210-207-5069,668.8341928859126
Preservation,12141,07,Big Horn Dr,Silvertip Dr,Ingram Rd,Unknown,2023,Slurry Seal,Preservation,City,83.0,0.0,0.0,0.0,13113.18,Verified Consultant,2023-09-25,2023-09-30 00:00:00,2023-06-22,2023-06-22,Samuel Sanchez,Les Melghem: 210-207-5069,1911.213698873099
