SwProjectID,ProjectCategory,CouncilDistrict,ProjectStreet,FromStreet,ToStreet,SideOfStreet,EstTotalCost,FiscalYear,ScheduleStart,ScheduleFinish,ActualStart,ActualFinish,PercentComplete,ProjectType,ProjectManager,Contact,ProjectLength,SidewalkInstalledFeet,ProjectStatus,ProjectLimits,Shape_Length
434,IMP,3,WHITEFIELD,PYLE,GOLIAD RD,Both Sides,158591.64,2020,2020-01-27,2020-03-31,2020-01-21,2020-03-09,100.0,Sidewalks,Karlo Jajliardo,0,2083.99,0.0,None Existing,WHITEFIELD - Both Sides ( PYLE To GOLIAD RD ) ,2089.007779919007
435,IMP,4,CENTURY DR,FIVE PALMS DR,ROYALGATE DR,Both Sides,191526.96,2020,2019-11-04,2020-01-10,2019-10-18,2020-01-23,100.0,Sidewalks,Karlo Jajliardo,0,2516.78,0.0,None Existing,CENTURY DR - Both Sides ( FIVE PALMS DR To ROYALGATE DR ) ,2516.7786042568905
436,IMP,4,REDBROOK DR,WINDYHILL,ROYALGATE DR,Both Sides,113105.15,2020,2020-01-22,2020-03-31,2020-01-21,2020-03-19,100.0,Sidewalks,Karlo Jajliardo,0,1486.27,0.0,None Existing,REDBROOK DR - Both Sides ( WINDYHILL To ROYALGATE DR ) ,1486.2703595225596
437,IMP,4,SADDLEBROOK DR,BURLINGTON,BEAR CREEK DR,East Side,63296.94,2020,2020-04-06,2020-05-06,2020-04-14,2020-05-15,100.0,Sidewalks,Karlo Jajliardo,0,831.76,0.0,None Existing,SADDLEBROOK DR - East Side ( BURLINGTON To BEAR CREEK DR ) ,702.0590382832162
438,IMP,5,CHIHUAHUA ST,BARCLAY ST,S MINTER,South Side,110473.61,2020,2019-11-25,2020-01-31,2019-11-25,2020-01-21,100.0,Sidewalks,Maitham Humoud,0,1451.69,0.0,None Existing,CHIHUAHUA ST - South Side ( BARCLAY ST To S MINTER ) ,1434.742454665825
439,IMP,5,S CHUPADERAS,W Cesar E Chavez Blvd,SAN FERNANDO ST,Both Sides,108649.49,2020,2020-05-25,2020-06-30,2020-05-05,2020-06-19,100.0,Sidewalks,Maitham Humoud,0,1427.72,0.0,Existing/None Existing,S CHUPADERAS - Both Sides ( W Cesar E Chavez Blvd To SAN FERNANDO ST ) ,1427.7186907614723
440,IMP,5,PIERIAN AVE,W SOUTHCROSS BLVD,W GERALD,West Side,66643.05,2020,2020-02-03,2019-12-31,2019-11-25,2019-12-11,100.0,Sidewalks,Maitham Humoud,0,886.0,0.0,None Existing,PIERIAN AVE - West Side ( W SOUTHCROSS BLVD To W GERALD ) ,875.7290151744866
442,IMP,6,ROGERS RD,WESTOVER HILLS BLVD,W MILITARY DR,Both Sides,255420.52,2020,2020-03-02,2020-09-30,2020-02-27,2020-07-28,100.0,Sidewalks,Maitham Humoud,0,3356.38,0.0,None Existing,ROGERS RD - Both Sides ( WESTOVER HILLS BLVD To W MILITARY DR ) ,3356.379352449183
444,IMP,7,W ASHBY PLACE,N ELMENDORF,N ZARZAMORA,Both Sides,83559.32,2020,2020-05-05,2020-06-30,2020-05-05,2020-06-05,100.0,Sidewalks,Maitham Humoud,0,1098.02,0.0,None Existing,W ASHBY PLACE - Both Sides ( N ELMENDORF To N ZARZAMORA ) ,1098.0217693015272
446,IMP,8,CALLAGHAN RD,MIDVALE,GREENSBORO,West Side,82924.65,2020,2020-02-03,2020-04-24,2020-02-03,2020-04-30,100.0,Sidewalks,Oziegbe Oyameda,0,1089.68,0.0,None Existing,CALLAGHAN RD - West Side ( MIDVALE To GREENSBORO ) ,1065.0289750880993
448,IMP,8,OAKDELL WAY,HAMILTON WOLFE,LAMB RD,North Side,144607.5,2020,2019-11-13,2020-02-20,2019-11-13,2020-02-20,100.0,Sidewalks,Oziegbe Oyameda,0,1900.23,0.0,None Existing,OAKDELL WAY - North Side ( HAMILTON WOLFE To LAMB RD ) ,1900.2287041131765
522,IMP,8,Babcock Rd,BAYWATER DR,CHEDDER DR,East Side,122153.56,2020,2020-05-14,2020-07-01,2020-05-14,2020-07-13,100.0,Sidewalks,Oziegbe Oyameda,0,1754.0,0.0,None Existing,Babcock Rd - East Side ( BAYWATER DR To CHEDDER DR ) ,1490.4063627418936
549,IMP,10,EDGEFIELD DR,SCHERTZ RD,GREYSTONE DR,East Side,53573.64,2020,2020-04-06,2020-05-20,2020-04-06,2020-06-17,100.0,Sidewalks,Oziegbe Oyameda,0,703.99,0.0,None Existing,EDGEFIELD DR - East Side ( SCHERTZ RD To GREYSTONE DR ) ,703.9889839037135
670,IMP,8,CAMBRAY DR,NEWCOME DR,CHEDDER DR,Both Sides,77597.65,2020,2020-03-19,2020-05-30,2020-03-19,2020-05-29,100.0,Sidewalks,Oziegbe Oyameda,0,1019.68,0.0,None Existing,CAMBRAY DR - Both Sides ( NEWCOME DR To CHEDDER DR ) ,1013.7043519823038
697,IMP,7,KENTUCKY AVE,GOODRICH AVE,ADAES,Both Sides,33789.92,2020,2020-01-27,2020-02-28,2020-01-27,2020-03-13,100.0,Sidewalks,Maitham Humoud,0,444.02,0.0,None Existing,KENTUCKY AVE - Both Sides ( GOODRICH AVE To ADAES ) ,444.02399210384226
763,IMP,9,E SONTERRA BLVD,STONE OAK PKWY,RONALD REAGAN,North Side,36857.51,2020,2020-04-29,2020-06-27,2020-04-29,2020-06-29,100.0,Sidewalks,Oziegbe Oyameda,0,484.33,0.0,None Existing,E SONTERRA BLVD - North Side ( STONE OAK PKWY To RONALD REAGAN ) ,476.7786529339429
774,IMP,9,W RAMSEY,LORENE,LIMELIGHT,North Side,94118.2,2020,2020-03-18,2020-05-09,2020-03-18,2020-06-08,100.0,Sidewalks,Oziegbe Oyameda,0,1236.77,0.0,None Existing,W RAMSEY - North Side ( LORENE To LIMELIGHT ) ,1239.095641523715
778,IMP,9,RONALD REAGAN,CUL-DE-SAC,E SONTERRA BLVD,West Side,40244.72,2020,2020-04-29,2020-06-30,2020-04-29,2020-06-29,100.0,Sidewalks,Oziegbe Oyameda,0,528.84,0.0,None Existing,RONALD REAGAN - West Side ( CUL-DE-SAC To E SONTERRA BLVD ) ,635.6174209503421
787,IMP,9,LOCKHILL-SELMA RD,BLANCO RD,NORTHCREST DR,Both Sides,75415.1,2020,2020-03-23,2020-05-15,2020-03-23,2020-06-08,100.0,Sidewalks,Oziegbe Oyameda,0,991.0,0.0,None Existing,LOCKHILL-SELMA RD - Both Sides ( BLANCO RD To NORTHCREST DR ) ,991.0014144683656
788,IMP,9,BECKETT,WEST AVE,MORNING CT,Both Sides,19528.02,2020,2020-05-04,2020-07-01,2020-05-04,2020-07-01,100.0,Sidewalks,Oziegbe Oyameda,0,577.0,0.0,None Existing,BECKETT - Both Sides ( WEST AVE To MORNING CT ) ,256.611901323463
818,IMP,3,LYRIC AVE,GOLIAD RD,CLARK AVE,Both Sides,68914.64,2020,2019-12-09,2020-02-07,2019-12-26,2020-03-12,100.0,Sidewalks,Karlo Jajliardo,0,905.58,0.0,None Existing,LYRIC AVE - Both Sides ( GOLIAD RD To CLARK AVE ) ,930.105289142652
868,IMP,10,BARRINGTON,ROCK CROFT DR,KINGS PT,South Side,78061.86,2020,2019-12-09,2020-02-14,2019-12-09,2020-02-14,100.0,Sidewalks,Oziegbe Oyameda,0,1025.78,0.0,None Existing,BARRINGTON - South Side ( ROCK CROFT DR To KINGS PT ) ,1005.7267889354796
931,IMP,4,NIAGARA,W HUTCHINS PLACE,NAVAJO ST,West Side,68637.63,2020,2020-04-20,2020-03-31,2020-03-10,2020-03-27,100.0,Sidewalks,Karlo Jajliardo,0,901.94,0.0,None Existing,NIAGARA - West Side ( W HUTCHINS PLACE To NAVAJO ST ) ,808.7976166703578
933,IMP,4,TROPICANA PLACE,CUL-DE-SAC,FIVE PALMS DR,Both Sides,50500.72,2020,2020-01-06,2020-02-21,2020-01-03,2020-02-07,100.0,Sidewalks,Karlo Jajliardo,0,663.61,0.0,None Existing,TROPICANA PLACE - Both Sides ( CUL-DE-SAC To FIVE PALMS DR ) ,663.6136766206405
955,IMP,10,COMSTOCK,KINGS PT,PERRIN BEITEL,Both Sides,22283.6,2020,2020-01-13,2020-03-30,2020-01-13,2020-03-19,100.0,Sidewalks,Oziegbe Oyameda,0,292.82,0.0,None Existing,COMSTOCK - Both Sides ( KINGS PT To PERRIN BEITEL ) ,300.6443472806531
1144,IMP,6,PARK FIELD,BROWNLEAF DR,N PARK BEND,Both Sides,146000.0,2020,2020-06-01,2020-06-30,2020-05-13,2020-06-15,100.0,Sidewalks,Maitham Humoud,0,1619.95,0.0,None Existing,PARK FIELD - Both Sides ( BROWNLEAF DR To N PARK BEND ) ,1641.1268453315895
1153,IMP,6,OLD TEZEL RD,TEZEL RD,ELDERWOOD,North Side,24501.16,2020,2020-07-13,2020-06-30,2020-06-09,2020-06-30,100.0,Sidewalks,Maitham Humoud,0,321.96,0.0,None Existing,OLD TEZEL RD - North Side ( TEZEL RD To ELDERWOOD ) ,321.96060137652967
1171,IMP,2,MIDLAND ST,MERCURY,MOTEL,East Side,26064.25,2020,2020-04-16,2020-05-26,2020-04-16,2020-05-01,100.0,Sidewalks,Carmen Varela-Rivas,0,342.5,0.0,None Existing,MIDLAND ST - East Side ( MERCURY To MOTEL ) ,342.4965139890555
1213,IMP,7,LEO,WAVERLY,ROLLINS AVE,West Side,18043.31,2020,2020-03-20,2020-04-17,2020-04-08,2020-05-06,100.0,Sidewalks,Maitham Humoud,0,237.1,0.0,None Existing,LEO - West Side ( WAVERLY To ROLLINS AVE ) ,237.1003790202857
1214,IMP,5,LINDEN AVE,SHELBY,ADOLPH,North Side,59000.0,2020,2020-09-01,2020-03-31,2020-02-11,2020-03-17,100.0,Sidewalks,Maitham Humoud,0,720.21,0.0,None Existing,LINDEN AVE - North Side ( SHELBY To ADOLPH ) ,720.2123715169918
1235,IMP,10,BARRINGTON,OVERTON,ROCK CROFT DR,North Side,49800.6,2020,2020-02-10,2020-03-20,2020-02-10,2020-03-20,100.0,Sidewalks,Oziegbe Oyameda,0,654.41,0.0,None Existing,BARRINGTON - North Side ( OVERTON To ROCK CROFT DR ) ,527.5592946580277
1437,IMP,1,LEE HALL,BLANCO RD,N AUDUBON,South Side,52784.76,2020,2020-09-21,2020-09-30,2020-09-28,2020-10-23,100.0,Sidewalks,Daniel Carrion,0,1089.43,0.0,None Existing,LEE HALL - South Side ( BLANCO RD To N AUDUBON ) ,1089.4342653568858
1682,IMP,1,LA MANDA BLVD,BEACON AVE,SAN PEDRO AVE,North Side,56829.22,2020,2021-02-08,2021-02-26,2021-02-08,2021-03-12,100.0,Sidewalks,Daniel Carrion,0,1159.78,0.0,None Existing,LA MANDA BLVD - North Side ( BEACON AVE To SAN PEDRO AVE ) ,1159.77584745387
1709,IMP,1,SAN ANGELO,WEST AVE,NEER AVE,South Side,75229.21,2020,2021-03-22,2021-05-02,2021-03-08,2021-03-29,100.0,Sidewalks,Daniel Carrion,0,1535.29,0.0,None Existing,SAN ANGELO - South Side ( WEST AVE To NEER AVE ) ,1535.288692355275
20,IMP,1,JACKSON,WARREN ST,DEAD END,East Side,92524.2,2019,2019-05-22,2019-06-18,2019-05-22,2019-07-08,100.0,Sidewalks,Daniel Carrion,0,1088.52,0.0,None Existing,JACKSON - East Side ( WARREN ST To DEAD END ) ,1088.520006168469
32,IMP,5,EL PASO ST,S ROSILLO,S CIBOLO ST,Both Sides,102445.4,2019,2018-11-15,2019-01-15,2018-11-15,2019-02-19,100.0,Sidewalks,Karlo Jajliardo,0,1780.0,0.0,None Existing,EL PASO ST - Both Sides ( S ROSILLO To S CIBOLO ST ) ,1205.2385218448935
36,IMP,1,McCullough Ave,E POPLAR ST,E CYPRESS,West Side,31771.3,2019,2019-09-25,2020-03-31,2019-09-27,2020-01-10,100.0,Sidewalks,Daniel Carrion,0,373.78,0.0,None Existing,McCullough Ave - West Side ( E POPLAR ST To E CYPRESS ) ,373.7778605201486
60,IMP,1,VANCE ST,LABOR ST,RIDDLE,South Side,31514.53,2019,2020-05-04,2020-09-30,2020-05-05,2020-05-29,100.0,Sidewalks,Daniel Carrion,0,414.12,0.0,None Existing,VANCE ST - South Side ( LABOR ST To RIDDLE ) ,414.11540900623305
62,IMP,1,PASCHAL,E PARK AVE,E EVERGREEN,East Side,18801.27,2019,2020-04-30,2020-06-26,2020-04-30,2020-05-15,100.0,Sidewalks,Daniel Carrion,0,247.06,0.0,None Existing,PASCHAL - East Side ( E PARK AVE To E EVERGREEN ) ,247.06406992479032
65,IMP,4,WRANGLER DR,HOBBLE ST,LATIGO DR,West Side,22232.6,2019,2019-09-17,2019-11-08,2019-10-28,2019-10-23,100.0,Sidewalks,Karlo Jajliardo,0,261.56,0.0,None Existing,WRANGLER DR - West Side ( HOBBLE ST To LATIGO DR ) ,261.5629567035308
96,IMP,5,S ALAZAN,W COMMERCE ST,BUENA VISTA ST,East Side,24565.85,2019,2018-10-05,2018-11-15,2018-10-08,2018-11-14,100.0,Sidewalks,Karlo Jajliardo,0,289.01,0.0,None Existing,S ALAZAN - East Side ( W COMMERCE ST To BUENA VISTA ST ) ,289.01068437109177
105,IMP,1,EL PASO ST,S FLORES ST,S LAREDO ST,Both Sides,25964.0,2019,2019-09-09,2019-09-30,2019-09-05,2019-09-13,100.0,Sidewalks,Daniel Carrion,0,203.46,0.0,None Existing,EL PASO ST - Both Sides ( S FLORES ST To S LAREDO ST ) ,204.9703555476799
127,IMP,2,TOMROB DR,KENMAR,EASTWOOD DR,Both Sides,203623.2,2019,2019-07-29,2019-09-30,2019-07-29,2019-09-23,100.0,Sidewalks,Daniel Carrion,0,2262.48,0.0,None Existing,TOMROB DR - Both Sides ( KENMAR To EASTWOOD DR ) ,2259.8723883083107
141,IMP,5,EL PASO ST,ACORN,S ROSILLO,South Side,12652.25,2019,2018-12-15,2019-02-15,2019-01-18,2019-02-19,100.0,Sidewalks,Karlo Jajliardo,0,211.0,0.0,None Existing,EL PASO ST - South Side ( ACORN To S ROSILLO ) ,148.8480097153288
167,IMP,10,RAINBOW DR,AUSTIN HWY,CLOUDHAVEN DR,Both Sides,79313.5,2019,2018-11-19,2019-01-20,2018-11-14,2019-03-25,100.0,Sidewalks,Luis Ocura,0,933.1,0.0,None Existing,RAINBOW DR - Both Sides ( AUSTIN HWY To CLOUDHAVEN DR ) ,933.0956684207476
170,IMP,10,FOX KNOLL,NACOGDOCHES RD,MARTINS FERRY,Both Sides,57885.0,2019,2019-08-05,2019-09-30,2019-03-28,2019-04-16,100.0,Sidewalks,Luis Ocura,0,959.44,0.0,None Existing,FOX KNOLL - Both Sides ( NACOGDOCHES RD To MARTINS FERRY ) ,959.4417875021212
176,IMP,3,EUREKA DR,GOLIAD RD,CUL-DE-SAC,Both Sides,250381.95,2019,2019-07-08,2019-09-27,2019-09-30,2019-09-30,100.0,Sidewalks,Karlo Jajliardo,0,1886.0,0.0,None Existing,EUREKA DR - Both Sides ( GOLIAD RD To CUL-DE-SAC ) ,2029.361103979751
184,IMP,5,N RICHTER ST,MUSTANG ALLEY,ALICE ALLEY,Both Sides,108816.15,2019,2019-05-02,2019-09-01,2019-05-02,2019-08-16,100.0,Sidewalks,Oziegbe Oyameda,0,1280.19,0.0,None Existing,N RICHTER ST - Both Sides ( MUSTANG ALLEY To ALICE ALLEY ) ,1185.2305074281376
189,IMP,5,N SMITH ST,W TRAVIS ST,W COMMERCE ST,Both Sides,59783.05,2019,2019-06-20,2019-11-15,2019-06-24,2019-09-25,100.0,Sidewalks,Oziegbe Oyameda,0,703.33,0.0,None Existing,N SMITH ST - Both Sides ( W TRAVIS ST To W COMMERCE ST ) ,507.9810195282553
197,IMP,5,S CHUPADERAS,TORREON,ELVIRA ST,West Side,19262.7,2019,2019-03-30,2019-05-10,2019-03-04,2019-07-17,100.0,Sidewalks,Oziegbe Oyameda,0,226.62,0.0,None Existing,S CHUPADERAS - West Side ( TORREON To ELVIRA ST ) ,225.47901209301867
207,IMP,3,RONDA ST,SHASTA AVE,CUL-DE-SAC,Both Sides,124626.15,2019,2019-04-01,2019-05-17,2019-03-19,2019-04-08,100.0,Sidewalks,Karlo Jajliardo,0,2315.0,0.0,None Existing,RONDA ST - Both Sides ( SHASTA AVE To CUL-DE-SAC ) ,1382.6748875373517
228,IMP,5,NW 25TH ST,W HOUSTON ST,W COMMERCE ST,Both Sides,37237.65,2019,2019-04-25,2019-06-04,2019-12-19,2019-02-05,100.0,Sidewalks,Oziegbe Oyameda,0,438.09,0.0,None Existing,NW 25TH ST - Both Sides ( W HOUSTON ST To W COMMERCE ST ) ,378.0801002344839
229,IMP,6,WURZBACH RD,INGRAM RD,VAN CLEAVE DR,West Side,55831.4,2019,2019-09-03,2019-09-30,2019-09-03,2019-09-30,100.0,Sidewalks,Luis Ocura,0,700.0,0.0,None Existing,WURZBACH RD - West Side ( INGRAM RD To VAN CLEAVE DR ) ,667.7500065583456
232,IMP,5,LINDEN AVE,VOTAW ST,KYLE ST,Both Sides,151000.0,2019,2019-09-05,2019-09-30,2019-09-16,2019-09-30,100.0,Sidewalks,Karlo Jajliardo,0,1738.87,0.0,None Existing,LINDEN AVE - Both Sides ( VOTAW ST To KYLE ST ) ,1738.143640127895
233,IMP,5,W GERALD,WABASH ST,S ZARZAMORA,Both Sides,171818.15,2019,2019-03-20,2019-07-18,2019-03-05,2019-06-12,100.0,Sidewalks,Oziegbe Oyameda,0,2021.39,0.0,None Existing,W GERALD - Both Sides ( WABASH ST To S ZARZAMORA ) ,2067.5304307689603
238,IMP,6,WESTROCK DR,West Oak,US HWY 90 W ACCESS RD,Both Sides,48450.0,2019,2019-08-28,2019-09-27,2019-08-29,2019-09-05,100.0,Sidewalks,Maitham Humoud,0,1016.75,0.0,None Existing,WESTROCK DR - Both Sides ( West Oak To US HWY 90 W ACCESS RD ) ,935.8976756035826
241,IMP,5,MILVID AVE,VOTAW ST,S ZARZAMORA,Both Sides,91000.0,2019,2019-09-23,2019-11-15,2019-08-19,2019-11-19,100.0,Sidewalks,Oziegbe Oyameda,0,1281.59,0.0,None Existing,MILVID AVE - Both Sides ( VOTAW ST To S ZARZAMORA ) ,1287.2572820973878
246,IMP,8,HAMILTON WOLFE,FREDERICKSBURG RD,TOM SLICK,Both Sides,76858.2,2019,2019-06-30,2019-09-30,2019-02-04,2019-04-22,100.0,Sidewalks,Oziegbe Oyameda,0,853.98,0.0,Completed,HAMILTON WOLFE - Both Sides ( FREDERICKSBURG RD To TOM SLICK ) ,853.9839894830847
249,IMP,8,TOM SLICK,HAMILTON WOLFE,SID KATZ DR,East Side,64252.35,2019,2018-11-22,2018-12-21,2018-12-05,2019-02-08,100.0,Sidewalks,Oziegbe Oyameda,0,755.91,0.0,None Existing,TOM SLICK - East Side ( HAMILTON WOLFE To SID KATZ DR ) ,755.9131170180648
260,IMP,5,ELVIRA ST,S HAMILTON AVE,CUL-DE-SAC,Both Sides,58530.15,2019,2019-05-20,2019-07-14,2019-02-10,2019-05-22,100.0,Sidewalks,Oziegbe Oyameda,0,688.59,0.0,None Existing,ELVIRA ST - Both Sides ( S HAMILTON AVE To CUL-DE-SAC ) ,688.58880308141
265,IMP,5,RIVAS ST,NW 28TH ST,CUL-DE-SAC,Both Sides,169908.2,2019,2019-03-11,2019-07-09,2019-02-06,2019-06-07,100.0,Sidewalks,Oziegbe Oyameda,0,1998.92,0.0,None Existing,RIVAS ST - Both Sides ( NW 28TH ST To CUL-DE-SAC ) ,1046.7405991668256
272,IMP,7,BRADFORD,CAMINO SANTA MARIA,TEXAS AVE,South Side,25347.0,2019,2019-03-07,2019-05-10,2019-02-25,2019-04-16,100.0,Sidewalks,Luis Ocura,0,770.0,0.0,None Existing,BRADFORD - South Side ( CAMINO SANTA MARIA To TEXAS AVE ) ,298.19856506426777
273,IMP,7,GLENWICK,CULEBRA RD,BRADFORD,Both Sides,33949.0,2019,2019-03-04,2019-05-17,2019-02-25,2019-04-16,100.0,Sidewalks,Luis Ocura,0,399.4,0.0,None Existing,GLENWICK - Both Sides ( CULEBRA RD To BRADFORD ) ,399.4045986330109
275,IMP,5,S MURRY ST,MONTEREY ST,W Cesar E Chavez Blvd,Both Sides,107813.7,2019,2019-06-01,2019-09-30,2019-05-02,2019-07-23,100.0,Sidewalks,Oziegbe Oyameda,0,1197.93,0.0,None Existing,S MURRY ST - Both Sides ( MONTEREY ST To W Cesar E Chavez Blvd ) ,1197.9316553305223
276,IMP,7,SAN ANTONIO AVE,DONALDSON AVE,FREDERICKSBURG RD,Both Sides,78596.1,2019,2019-09-16,2019-12-04,2019-10-02,2019-11-25,100.0,Sidewalks,Luis Ocura,0,1200.0,0.0,None Existing,SAN ANTONIO AVE - Both Sides ( DONALDSON AVE To FREDERICKSBURG RD ) ,924.6623808442828
277,IMP,7,MARY LOUISE,FREDERICKSBURG RD,SAN ANTONIO AVE,South Side,4765.95,2019,2019-09-09,2019-11-04,2019-10-02,2019-09-30,100.0,Sidewalks,Luis Ocura,0,125.0,0.0,None Existing,MARY LOUISE - South Side ( FREDERICKSBURG RD To SAN ANTONIO AVE ) ,56.07490766820646
288,IMP,7,KENTUCKY AVE,ROLLINS AVE,BANDERA RD,Both Sides,105444.2,2019,2018-11-26,2019-02-08,2018-11-27,2019-02-22,100.0,Sidewalks,Maitham Humoud,0,1240.52,0.0,None Existing,KENTUCKY AVE - Both Sides ( ROLLINS AVE To BANDERA RD ) ,1240.5184170315638
293,IMP,7,PETTUS ST,CULEBRA RD,ATWOOD LN,Both Sides,19793.95,2019,2019-04-19,2019-05-16,2019-04-22,2019-05-17,100.0,Sidewalks,Maitham Humoud,0,289.0,0.0,None Existing,PETTUS ST - Both Sides ( CULEBRA RD To ATWOOD LN ) ,232.8655381559365
294,IMP,7,ROANOKE AVE,CULEBRA RD,BRANDYWINE AVE,West Side,7842.95,2019,2019-04-22,2019-05-15,2019-04-19,2019-05-17,100.0,Sidewalks,Maitham Humoud,0,220.0,0.0,None Existing,ROANOKE AVE - West Side ( CULEBRA RD To BRANDYWINE AVE ) ,92.26711665832144
302,IMP,7,PEACOCK AVE,CULEBRA RD,WAVERLY,Both Sides,88614.2,2019,2019-05-16,2019-06-16,2019-01-22,2019-02-22,100.0,Sidewalks,Maitham Humoud,0,1042.52,0.0,None Existing,PEACOCK AVE - Both Sides ( CULEBRA RD To WAVERLY ) ,341.10926337306336
303,IMP,7,KENTUCKY AVE,PEACOCK AVE,GOODRICH AVE,Both Sides,88419.55,2019,2019-09-03,2019-11-04,2019-09-04,2019-10-22,100.0,Sidewalks,Maitham Humoud,0,1324.0,0.0,None Existing,KENTUCKY AVE - Both Sides ( PEACOCK AVE To GOODRICH AVE ) ,1040.2339387237096
304,IMP,7,ROUSE,CULEBRA RD,KENTUCKY AVE,Both Sides,36469.25,2019,2018-11-05,2019-05-17,2018-11-07,2019-02-19,100.0,Sidewalks,Maitham Humoud,0,743.0,0.0,None Existing,ROUSE - Both Sides ( CULEBRA RD To KENTUCKY AVE ) ,429.0527402144382
305,IMP,7,ROUSE,KENTUCKY AVE,WAVERLY,West Side,28928.05,2019,2018-11-05,2019-07-19,2018-11-07,2019-02-01,100.0,Sidewalks,Maitham Humoud,0,419.0,0.0,None Existing,ROUSE - West Side ( KENTUCKY AVE To WAVERLY ) ,340.3337276930428
307,IMP,7,NEFF AVE,CULEBRA RD,WAVERLY,Both Sides,110027.4,2019,2019-04-29,2019-06-21,2019-02-12,2019-03-15,100.0,Sidewalks,Maitham Humoud,0,1446.0,0.0,None Existing,NEFF AVE - Both Sides ( CULEBRA RD To WAVERLY ) ,1232.5394212153333
351,IMP,4,SOMERSET RD,FAIRMEADOWS,REMIGIO,East Side,79000.0,2019,2018-10-15,2018-11-09,2018-10-18,2018-12-12,100.0,Sidewalks,Karlo Jajliardo,0,1425.16,0.0,None Existing,SOMERSET RD - East Side ( FAIRMEADOWS To REMIGIO ) ,1362.5981111997407
396,IMP,1,W KINGS HWY,N FLORES ST,BREEDEN ST,South Side,28158.8,2019,2019-06-10,2019-07-12,2019-06-10,2019-07-08,100.0,Sidewalks,Daniel Carrion,0,331.28,0.0,None Existing,W KINGS HWY - South Side ( N FLORES ST To BREEDEN ST ) ,331.27581229870094
398,IMP,1,SAN FRANCISCO,FREDERICKSBURG RD,WEST AVE,North Side,65379.45,2019,2019-04-29,2019-07-26,2019-04-30,2019-05-29,100.0,Sidewalks,Daniel Carrion,0,769.17,0.0,None Existing,SAN FRANCISCO - North Side ( FREDERICKSBURG RD To WEST AVE ) ,769.1686088448091
399,IMP,1,THAMES DR,TUDOR,LANGTON,Both Sides,182220.45,2019,2019-07-08,2019-08-30,2019-07-08,2019-08-01,100.0,Sidewalks,Daniel Carrion,0,913.0,0.0,None Existing,THAMES DR - Both Sides ( TUDOR To LANGTON ) ,2043.6142259856863
400,IMP,2,GULF ST,N WALTERS,N ROSARY ST,Both Sides,353934.05,2019,2020-03-09,2020-06-30,2020-03-07,2020-06-05,100.0,Sidewalks,Daniel Carrion,0,4163.93,0.0,Existing/None Existing,GULF ST - Both Sides ( N WALTERS To N ROSARY ST ) ,4163.925472044434
401,IMP,2,SPRINGFIELD RD,N WW WHITE RD,DIETRICH RD,East Side,43826.85,2019,2018-12-10,2019-04-19,2018-12-26,2019-02-06,100.0,Sidewalks,Daniel Carrion,0,608.0,0.0,None Existing,SPRINGFIELD RD - East Side ( N WW WHITE RD To DIETRICH RD ) ,569.5482387218502
402,IMP,3,BETTY JEAN,JUNIOR ST,HILLJE ST,Both Sides,367649.65,2019,2020-01-20,2020-03-31,2019-09-30,2020-03-18,100.0,Sidewalks,David Hook,0,4325.29,0.0,Existing/None Existing,BETTY JEAN - Both Sides ( JUNIOR ST To HILLJE ST ) ,4325.285085356127
403,IMP,3,COMMERCIAL AVE,IH 35 S ACCESS RD,W SOUTHCROSS BLVD,East Side,36308.6,2019,2018-10-15,2018-11-15,2018-10-15,2018-11-05,100.0,Sidewalks,Karlo Jajliardo,0,427.16,0.0,None Existing,COMMERCIAL AVE - East Side ( IH 35 S ACCESS RD To W SOUTHCROSS BLVD ) ,427.1636194819976
404,IMP,4,LELANI PLACE,FIVE PALMS DR,SURFRIDER,Both Sides,276391.95,2019,2018-10-03,2018-11-27,2018-11-05,2019-01-03,100.0,Sidewalks,Karlo Jajliardo,0,3251.67,0.0,None Existing,LELANI PLACE - Both Sides ( FIVE PALMS DR To SURFRIDER ) ,3251.666235608971
406,IMP,4,SEACOMBER,ROYALGATE DR,AMBERWOOD DR,North Side,101596.25,2019,2019-03-01,2019-06-15,2018-12-26,2019-02-20,100.0,Sidewalks,Karlo Jajliardo,0,1195.25,0.0,None Existing,SEACOMBER - North Side ( ROYALGATE DR To AMBERWOOD DR ) ,1181.0474558335866
407,IMP,5,BURBANK LOOP,CORDERO,FAIRMONT,Both Sides,159431.95,2019,2019-07-01,2019-09-30,2019-04-05,2019-09-18,100.0,Sidewalks,Oziegbe Oyameda,0,1104.43,0.0,None Existing,BURBANK LOOP - Both Sides ( CORDERO To FAIRMONT ) ,1875.6679277275723
409,IMP,5,BUFFALO ST,CRYSTAL,KEATS,East Side,22605.75,2019,2019-07-22,2019-08-21,2018-12-18,2019-01-09,100.0,Sidewalks,Oziegbe Oyameda,0,265.95,0.0,None Existing,BUFFALO ST - East Side ( CRYSTAL To KEATS ) ,265.9533599454654
410,IMP,6,PARK VILLAGE,BROWNLEAF DR,N PARK BEND,Both Sides,142426.85,2019,2019-08-30,2019-12-04,2019-09-05,2019-10-25,100.0,Sidewalks,Maitham Humoud,0,1675.61,0.0,None Existing,PARK VILLAGE - Both Sides ( BROWNLEAF DR To N PARK BEND ) ,1550.240420020206
